CES UnitId,NPCC Full Name,Type,Zone,Installation Date,Retirement Date,Summer Capacity (MW),Winter Capacity (MW),ISO_Q_ID
25140,Junction FBAT,FBAT,SOUTH,2023-09-01,12/31/2100,10.0,10.0,23INR0521
25141,Diboll FBAT,FBAT,NORTH,2023-01-18,12/31/2100,10.0,10.0,23INR0522
25145,Tavener Solar 2,SOL,HOUSTON,2023-06-01,12/31/2100,98.0,98.0,23INR0528
25146,Cascade Solar,SOL,COASTAL,2025-01-01,12/31/2100,254.0,254.0,23INR0091
25147,Blevins Solar,SOL,NORTH,2025-07-01,12/31/2100,272.0,272.0,23INR0118
25148,Blevins Storage,PS,NORTH,2025-07-01,12/31/2100,181.0,181.0,23INR0119
25149,Dorado Solar,SOL,WEST,2026-01-01,12/31/2100,406.0,406.0,22INR0261
25150,Walstrom BESS,PS,SOUTH,2025-05-05,12/31/2100,200.0,200.0,22INR0540
25151,Erath County Solar,SOL,NORTH,2026-01-01,12/31/2100,207.0,207.0,23INR0202
25152,Cuchillas Solar,SOL,SOUTH,2026-05-01,12/31/2100,306.0,306.0,24INR0059
25153,Red Egret BESS,PS,HOUSTON,2025-06-01,12/31/2100,309.0,309.0,24INR0281
25154,Lower Rio BESS,PS,SOUTH,2026-01-01,12/31/2100,60.0,60.0,22INR0468
25155,Dogfish BESS,PS,WEST,2025-01-01,12/31/2100,75.0,75.0,23INR0219
25156,Camp Creek Solar SLF,SOL,NORTH,2029-06-01,12/31/2100,166.0,166.0,23INR0385
25157,Stillhouse Solar,SOL,NORTH,2029-06-01,12/31/2100,215.0,215.0,24INR0166
25158,Dori BQ BESS,PS,HOUSTON,2029-06-01,12/31/2100,154.0,154.0,24INR0196
25159,SMT McAllen II,PS,SOUTH,2026-06-01,12/31/2100,97.0,97.0,24INR0436
25160,ThreeW Solar,SOL,NORTH,2025-06-01,12/31/2100,112.0,112.0,25INR0055
25161,Longbow BESS,PS,COASTAL,2029-01-01,12/31/2100,175.0,175.0,25INR0328
25162,North Alamo BESS,FBAT,SOUTH,2023-10-12,12/31/2100,10.0,10.0,23INR0477
25163,Bay City BESS,FBAT,COASTAL,2023-09-22,12/31/2100,10.0,10.0,23INR0507
25164,Los Fresnos BESS,FBAT,COASTAL,2023-11-12,12/31/2100,10.0,10.0,23INR0508
25165,Garceno BESS,FBAT,SOUTH,2023-11-19,12/31/2100,10.0,10.0,23INR0509
25166,Rio Grande City BESS,FBAT,SOUTH,2023-10-02,12/31/2100,10.0,10.0,23INR0510
25167,Mayberry BESS,FBAT,COASTAL,2023-10-29,12/31/2100,10.0,10.0,23INR0511
25168,West Harlingen BESS,FBAT,COASTAL,2025-10-14,12/31/2100,10.0,10.0,23INR0512
25169,AEP SMT Elsa,FBAT,SOUTH,2025-10-22,12/31/2100,10.0,10.0,23INR0513
25170,North Mercedes BESS,FBAT,SOUTH,2025-09-29,12/31/2100,10.0,10.0,23INR0514
25171,AEP SMT Santa Rosa,FBAT,COASTAL,2025-10-07,12/31/2100,10.0,10.0,23INR0515
25172,Damon Storage,FBAT,COASTAL,2023-12-01,12/31/2100,5.0,5.0,23INR0523
25173,Continental BESS,FBAT,SOUTH,2023-12-20,12/31/2100,10.0,10.0,23INR0543
25174,Hamilton BESS,FBAT,WEST,2024-02-15,12/31/2100,10.0,10.0,23INR0554
25175,Farmersville BESS,FBAT,NORTH,2024-03-07,12/31/2100,10.0,10.0,23INR0555
25176,Garden City East BESS,FBAT,WEST,2024-02-23,12/31/2100,10.0,10.0,23INR0565
25177,Weil Tract BESS,FBAT,COASTAL,2024-03-21,12/31/2100,10.0,10.0,23INR0569
25178,Mineral Wells East BESS,FBAT,NORTH,2024-04-13,12/31/2100,10.0,10.0,23INR0570
25179,Falfurrias BESS,FBAT,SOUTH,2024-06-20,12/31/2100,10.0,10.0,23INR0620
25180,Midway BESS,FBAT,WEST,2024-04-02,12/31/2100,10.0,10.0,23INR0688
25181,Pauline BESS,FBAT,NORTH,2024-03-21,12/31/2100,10.0,10.0,24INR0585
25182,Judkins BESS,FBAT,WEST,2024-03-21,12/31/2100,10.0,10.0,24INR0586
25183,Lufkin South BESS,FBAT,NORTH,2024-03-21,12/31/2100,10.0,10.0,24INR0587
25184,Cisco BESS,FBAT,NORTH,2026-03-21,12/31/2100,10.0,10.0,24INR0588
25185,Colorado Bend 11 + 12 GT,NGT,HOUSTON,2023-02-24,1/1/2100,78.0,78.0,21INR0512
25186,Soportar ESS,PS,SOUTH,2025-03-15,1/1/2100,102.0,102.0,23INR0381
25187,Fewell Solar,SOL,NORTH,2025-09-09,1/1/2100,204.0,204.0,23INR0367
25188,BRP Castor BESS,PS,COASTAL,2024-12-01,1/1/2100,205.0,205.0,23INR0358
25189,BRP Desna BESS,PS,COASTAL,2024-12-01,1/1/2100,205.0,205.0,24INR0128
25190,Citrus Flatts BESS,PS,COASTAL,2025-07-15,1/1/2100,101.0,101.0,24INR0294
25191,Destiny Storage,PS,HOUSTON,2026-01-31,1/1/2100,201.0,201.0,24INR0397
25192,Gunnar BESS,PS,SOUTH,2025-12-01,1/1/2100,203.0,203.0,24INR0491
25193,Wigeon Whistle BESS,PS,NORTH,2024-09-01,1/1/2100,121.0,121.0,24INR0312
25194,Sheep Creek Storage,PS,WEST,2024-07-01,1/1/2100,142.0,142.0,24INR0100
25195,SanPat Solar,SOL,COASTAL,2025-07-01,1/1/2100,256.0,256.0,25INR0052
25196,Sypert Branch Solar Project,SOL,SOUTH,2025-06-01,1/1/2100,262.0,262.0,24INR0070
25197,SanPat Solar II,SOL,COASTAL,2025-07-01,1/1/2100,309.0,309.0,25INR0081
25198,Hanson Solar,SOL,WEST,2025-10-21,1/1/2100,401.0,401.0,23INR0086
25199,Caliche Mound Solar,SOL,PANHANDLE,2025-08-28,1/1/2100,408.0,408.0,23INR0056
25200,Isaac Solar,SOL,COASTAL,2026-04-01,1/1/2100,52.0,52.0,25INR0232
25201,Long Point Storage,PS,COASTAL,2028-12-01,1/1/2100,101.0,101.0,21INR0444
25202,La Casa Wind,WND,NORTH,2028-06-01,1/1/2100,148.0,148.0,21INR0240
25203,Langer Solar,SOL,NORTH,2028-12-01,1/1/2100,250.0,250.0,23INR0030
25204,Yaupon Solar SLF,SOL,SOUTH,2029-06-01,1/1/2100,204.0,204.0,24INR0042
25205,Yaupon Storage SLF,PS,SOUTH,2029-06-01,1/1/2100,100.0,100.0,24INR0169
25206,Arroyo Storage SLF,PS,COASTAL,2028-01-01,1/1/2100,100.0,100.0,24INR0306
25207,Evelyn Battery Energy Storage System,PS,HOUSTON,2028-12-01,1/1/2100,452.0,452.0,24INR0460
25208,Wizard BESS,PS,HOUSTON,2028-06-01,1/1/2100,151.0,151.0,25INR0300
25209,Hanson Storage,SOL,WEST,2028-06-01,1/1/2100,101.0,101.0,24INR0057
25210,NIGHTFALL SOLAR,SOL,SOUTH,2029-01-01,1/1/2100,154.0,154.0,21INR0334
25211,Hart Wind 2,WND,PANHANDLE,2029-01-01,1/1/2100,166.0,166.0,24INR0116
25212,Erika Solar,SOL,NORTH,2029-06-01,1/1/2100,204.0,204.0,24INR0303
25213,Quantum Solar,SOL,WEST,2029-10-01,1/1/2100,374.0,374.0,21INR0207
25214,Telview BESS,FBAT,HOUSTON,2024-04-01,1/1/2100,10.0,10.0,23INR0541
25215,IEP Orchard BESS,FBAT,HOUSTON,2024-05-01,1/1/2100,10.0,10.0,23INR0556
25216,GOMEZ BESS (DGR),FBAT,WEST,2023-06-01,1/1/2100,10.0,10.0,23INR0519
25217,Rodeo Ranch Energy Storage II,FBAT,WEST,2024-01-24,1/1/2100,10.0,10.0,24INR0609
25218,Val Verde BESS,FBAT,SOUTH,2024-03-01,1/1/2100,10.0,10.0,23INR0553
25219,Russek Street BESS,FBAT,WEST,2024-05-24,1/1/2100,10.0,10.0,24INR0614
25220,Mainland BESS,FBAT,HOUSTON,2024-05-24,1/1/2100,10.0,10.0,24INR0624
25221,Pavlov BESS,FBAT,COASTAL,2026-05-24,1/1/2100,10.0,10.0,24INR0615
51116,West Texas Generic CAES,PS,WEST,2025-06-01,12/31/2100,150.0,150.0,
51117,North Texas Generic CAES,PS,NORTH,2025-06-01,12/31/2100,150.0,150.0,
51118,Bethel EC CAES,PS,NORTH,2030-01-01,12/31/2100,317.0,317.0,15INR0013
55394,Astra Wind,WND,WEST,2017-04-10,12/31/2100,163.0,163.0,
55395,Chapman Ranch Wind,WND,SOUTH,2017-07-11,12/31/2100,250.0,250.0,
55396,Tyler Bluff Wind,WND,NORTH,2016-11-01,12/31/2100,126.0,126.0,
55397,ROCK SPRINGS VAL VERDE WIND,WND,SOUTH,2017-08-01,12/31/2100,149.0,149.0,
55399,Salt Fork Wind 2,WND,WEST,2030-01-01,12/31/2100,200.0,200.0,
55400,Bruennings Breeze A,WND,SOUTH,2017-12-01,12/31/2100,115.0,115.0,14INR0041a
55401,Bruennings Breeze B,WND,SOUTH,2017-12-01,12/31/2100,115.0,115.0,
55402,Willow Springs Wind,WND,WEST,2030-01-01,12/31/2100,230.0,230.0,
55403,Buckthorn Wind 1,WND,NORTH,2017-10-01,12/31/2100,96.0,96.0,14INR0057
55404,Buckthorn Wind Capacity,WND,NORTH,2030-01-01,12/31/2100,48.0,48.0,
55405,Swisher Wind,WND,WEST,2024-01-01,12/31/2100,212.0,212.0,13INR0038
55406,Cotton Plains Wind,WND,WEST,2017-03-01,12/31/2100,50.0,50.0,
55407,Blanco Canyon Wind 2,WND,WEST,2017-04-05,12/31/2100,150.0,150.0,
55476,Lamesa Solar,SOL,WEST,2017-05-15,12/31/2100,200.0,200.0,16INR0023
55477,Castle Gap Solar,SOL,WEST,2018-06-01,12/31/2100,180.0,180.0,16INR0065
55478,Pearl Solar,SOL,WEST,2017-10-01,12/31/2100,50.0,50.0,
55479,Capricorn Ridge Solar,SOL,WEST,2018-12-01,12/31/2100,30.0,30.0,16INR0019
55480,Texas Solar 12,SOL,WEST,2029-01-01,12/31/2100,105.0,105.0,16INR0114
56335,SolaireHolman 1,SOL,WEST,2017-04-01,12/31/2100,50.0,50.0,15INR0061
56336,SP-TX-12-Phase B,SOL,WEST,2017-07-15,12/31/2100,158.0,158.0,
56337,Pecos Solar I,SOL,WEST,2022-03-01,12/31/2100,108.0,108.0,15INR0059
56338,Fort Hood Solar,SOL,NORTH,2018-06-01,12/31/2100,15.0,15.0,
56352,Hidalgo-Starr Wind,WND,SOUTH,2016-12-01,12/31/2100,250.0,250.0,
56353,Albercas Wind,WND,SOUTH,2016-12-01,12/31/2100,200.0,200.0,
56354,RTS Wind,WND,SOUTH,2018-04-01,12/31/2100,160.0,160.0,16INR0087
56355,Santa Rita Wind,WND,WEST,2018-03-15,12/31/2100,300.0,300.0,16INR0091
56356,Fluvanna Renewable 1,WND,WEST,2017-10-15,12/31/2100,155.0,155.0,13INR0056
56357,Willow Springs Wind,WND,WEST,2017-11-01,12/31/2100,250.0,250.0,14INR0060b
56358,Willow Spring Wind II,WND,WEST,2024-10-01,12/31/2100,230.0,230.0,
56359,Lockett Wind Farm,WND,WEST,2019-06-14,12/31/2100,184.0,184.0,16INR0062b
56375,Blue Jay Solar II,SOL,NORTH,2022-02-01,12/31/2100,69.0,69.0,21INR0538
56376,Markum Solar,SOL,NORTH,2024-02-05,12/31/2100,161.0,161.0,20INR0230
56377,Grizzly Ridge Solar,SOL,NORTH,2022-09-01,12/31/2100,100.0,100.0,21INR0375
56378,Eiffel Solar,SOL,NORTH,2026-06-01,12/31/2100,200.0,200.0,22INR0223
56379,Golinda Solar,SOL,NORTH,2023-02-10,12/31/2100,103.0,103.0,21INR0434
56380,Fence Post Solar,SOL,NORTH,2025-11-01,12/31/2100,243.0,243.0,22INR0404
56381,SP Peregrine Solar,SOL,SOUTH,2025-04-01,12/31/2100,303.0,303.0,22INR0283
56382,Jade Solar,SOL,WEST,2021-06-30,12/31/2100,375.0,375.0,22INR0360
56383,Andromeda Solar,SOL,WEST,2023-04-01,12/31/2100,374.4,374.4,22INR0412
56384,Bright Arrow Solar,SOL,NORTH,2022-12-15,12/31/2100,305.0,305.0,22INR0242
56385,Schoolhouse Solar,SOL,SOUTH,2025-09-01,12/31/2100,150.8,150.8,22INR0211
56386,Estonian Solar Farm,SOL,NORTH,2025-10-01,12/31/2100,204.0,204.0,22INR0335
56387,Longbow Solar,SOL,COASTAL,2022-09-01,12/31/2100,80.0,80.0,20INR0026
56388,Myrtle Solar II,SOL,COASTAL,2026-01-01,12/31/2100,100.0,100.0,20INR0263
56389,Cottonwood Bayou Solar II,SOL,COASTAL,2026-05-01,12/31/2100,200.0,200.0,21INR0228
56390,Maleza Solar,SOL,SOUTH,2026-05-01,12/31/2100,255.0,255.0,21INR0220
56391,Nabatoto Solar North,SOL,NORTH,2026-10-01,12/31/2100,366.0,366.0,21INR0428
56392,Brass Fork Solar,SOL,WEST,2023-05-01,12/31/2100,305.0,305.0,22INR0270
56393,Oystercatcher Solar,SOL,NORTH,2025-09-01,12/31/2100,220.0,220.0,21INR0362
56394,Crawfish Wind,WND,SOUTH,2022-12-31,12/31/2100,163.0,163.0,19INR0177
56395,Board Creek Wind,WND,NORTH,2022-11-04,12/31/2100,300.0,300.0,21INR0324
56396,Appaloosa Run Wind,WND,WEST,2023-03-01,12/31/2100,175.0,175.0,20INR0249
56397,Anchor Wind II,WND,NORTH,2022-04-01,12/31/2100,148.0,148.0,21INR0539
56398,White Mesa 2 Wind,WND,WEST,2021-11-30,12/31/2100,348.0,348.0,21INR0521
56416,Ellis Solar,SOL,NORTH,2022-06-30,12/31/2100,81.0,81.0,21INR0493
56417,Rowland Solar II,SOL,HOUSTON,2023-04-15,12/31/2100,203.0,203.0,22INR0482
56418,GP Solar,SOL,NORTH,2023-06-01,12/31/2100,122.0,122.0,23INR0045
56419,Jackalope Solar,SOL,COASTAL,2023-07-01,12/31/2100,156.0,156.0,23INR0180
56420,Cachena Solar,SOL,SOUTH,2024-01-01,12/31/2100,440.0,440.0,23INR0027
56421,G-STAR Solar,SOL,SOUTH,2023-04-01,12/31/2100,609.0,609.0,23INR0111
56422,Neptune Solar,SOL,COASTAL,2023-03-01,12/31/2100,205.0,205.0,21INR0499
56423,Pitts Dudik Solar,SOL,NORTH,2023-01-01,12/31/2100,50.0,50.0,20INR0074
56424,Arroyo Solar,SOL,SOUTH,2024-09-01,12/31/2100,180.0,180.0,20INR0086
56425,Mercury Solar,SOL,NORTH,2025-06-01,12/31/2100,512.0,512.0,21INR0257
56426,Lunis Creek Solar 1,SOL,COASTAL,2025-06-01,12/31/2100,240.0,240.0,21INR0344
56427,Crowded Star Solar II,SOL,NORTH,2026-03-01,12/31/2100,189.0,189.0,22INR0274
56428,Dileo Solar,SOL,NORTH,2024-09-01,12/31/2100,72.0,72.0,22INR0359
56429,Hayhurst Texas Solar,SOL,WEST,2025-05-01,12/31/2100,46.0,46.0,22INR0363
56430,Lunis Creek Solar 2,SOL,COASTAL,2026-06-01,12/31/2100,240.0,240.0,21INR0346
56431,Redonda Solar,SOL,SOUTH,2025-01-01,12/31/2100,253.0,253.0,23INR0162
56432,Sheep Creek Wind,WND,NORTH,2025-09-01,12/31/2100,152.0,152.0,21INR0325
56440,Mercury II Solar,SOL,NORTH,2023-12-31,12/31/2100,206.1,206.1,23INR0153
56441,Roseland Solar II,SOL,NORTH,2023-02-06,12/31/2100,254.0,254.0,22INR0506
56442,DR Solar,SOL,WEST,2024-10-01,12/31/2100,46.0,46.0,22INR0454
56443,Hornet Solar,SOL,PANHANDLE,2025-01-01,12/31/2100,611.0,611.0,23INR0021
56444,Stampede Solar,SOL,NORTH,2024-12-20,12/31/2100,259.0,259.0,22INR0409
56445,BPL Files Solar,SOL,NORTH,2023-04-30,12/31/2100,146.0,146.0,20INR0164
56446,Angus Solar,SOL,NORTH,2025-04-01,12/31/2100,113.0,113.0,20INR0035
56447,Blue Sky Sol,SOL,WEST,2025-03-01,12/31/2100,101.2,101.2,22INR0455
56448,Inertia Solar,SOL,WEST,2026-07-01,12/31/2100,202.0,202.0,22INR0374
56449,Shaula I Solar,SOL,SOUTH,2025-11-01,12/31/2100,205.2,205.2,22INR0251
56450,Greyhound Solar,SOL,WEST,2026-07-01,12/31/2100,608.7,608.7,21INR0268
56451,Jungmann Solar,SOL,SOUTH,2026-08-01,12/31/2100,40.0,40.0,22INR0356
56452,Coral Solar,SOL,NORTH,2024-04-01,12/31/2100,155.0,155.0,22INR0295
56453,Porter Solar,SOL,NORTH,2024-04-01,12/31/2100,245.0,245.0,21INR0458
56454,Chillingham Solar,SOL,NORTH,2026-10-01,12/31/2100,359.0,359.0,23INR0070
56455,Angelo Solar,SOL,WEST,2024-08-15,12/31/2100,195.0,195.0,19INR0203
